Break,0.5,0.01

[Pattern]
1,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
0,0,28.53,9.27,18,1000,0,1,10,basic
0,0,-28.53,9.27,162,1000,0,1,10,basic
0,0,-17.63,-24.27,234,1000,0,1,10,basic
0,0,17.63,-24.27,306,1000,0,1,10,basic
0.01,0,0,30,90,1000,0,1,10,basic
