Square,0.2

[Pattern]
0.7,0,-1200,-1000,90,300,0,1,10,square
0,0,-600,-1000,90,300,0,1,10,square
0,0,0,-1000,90,300,0,1,10,square
0,0,600,-1000,90,300,0,1,10,square
0,0,1200,-1000,90,300,0,1,10,square
0.7,0,-1200,-1000,90,300,0,1,10,square
0,0,-600,-1000,90,300,0,1,10,square
0,0,0,-1000,90,300,0,1,10,square
0,0,600,-1000,90,300,0,1,10,square
0,0,1200,-1000,90,300,0,1,10,square
0.7,0,-1200,-1000,90,300,0,1,10,square
0,0,-600,-1000,90,300,0,1,10,square
0,0,0,-1000,90,300,0,1,10,square
0,0,600,-1000,90,300,0,1,10,square
0,0,1200,-1000,90,300,0,1,10,square
0.7,0,-1200,-1000,90,300,0,1,10,square
0,0,-600,-1000,90,300,0,1,10,square
0,0,0,-1000,90,300,0,1,10,square
0,0,600,-1000,90,300,0,1,10,square
0,0,1200,-1000,90,300,0,1,10,square
0.7,0,-1200,-1000,90,300,0,1,10,square
0,0,-600,-1000,90,300,0,1,10,square
0,0,0,-1000,90,300,0,1,10,square
0,0,600,-1000,90,300,0,1,10,square
0,0,1200,-1000,90,300,0,1,10,square
