Star,0.1,0.1

[Pattern]
0.1,0,0,30,90,100,0,1,10,basic
0,0,28.53,9.27,18,100,0,1,10,basic
0,0,-28.53,9.27,162,100,0,1,10,basic
0,0,-17.63,-24.27,234,100,0,1,10,basic
0,0,17.63,-24.27,306,100,0,1,10,basic
0.1,0,0,30,90,100,0,1,10,basic
0,0,28.53,9.27,18,100,0,1,10,basic
0,0,-28.53,9.27,162,100,0,1,10,basic
0,0,-17.63,-24.27,234,100,0,1,10,basic
0,0,17.63,-24.27,306,100,0,1,10,basic
0.1,0,0,30,90,100,0,1,10,basic
0,0,28.53,9.27,18,100,0,1,10,basic
0,0,-28.53,9.27,162,100,0,1,10,basic
0,0,-17.63,-24.27,234,100,0,1,10,basic
0,0,17.63,-24.27,306,100,0,1,10,basic
0.1,0,0,30,90,100,0,1,10,basic
0,0,28.53,9.27,18,100,0,1,10,basic
0,0,-28.53,9.27,162,100,0,1,10,basic
0,0,-17.63,-24.27,234,100,0,1,10,basic
0,0,17.63,-24.27,306,100,0,1,10,basic
0.1,0,0,30,90,100,0,1,10,basic
0,0,28.53,9.27,18,100,0,1,10,basic
0,0,-28.53,9.27,162,100,0,1,10,basic
0,0,-17.63,-24.27,234,100,0,1,10,basic
0,0,17.63,-24.27,306,100,0,1,10,basic
0.1,0,0,30,90,100,0,1,10,basic
0,0,28.53,9.27,18,100,0,1,10,basic
0,0,-28.53,9.27,162,100,0,1,10,basic
0,0,-17.63,-24.27,234,100,0,1,10,basic
0,0,17.63,-24.27,306,100,0,1,10,basic
0.1,0,0,30,90,100,0,1,10,basic
0,0,28.53,9.27,18,100,0,1,10,basic
0,0,-28.53,9.27,162,100,0,1,10,basic
0,0,-17.63,-24.27,234,100,0,1,10,basic
0,0,17.63,-24.27,306,100,0,1,10,basic
0.1,0,0,30,90,100,0,1,10,basic
0,0,28.53,9.27,18,100,0,1,10,basic
0,0,-28.53,9.27,162,100,0,1,10,basic
0,0,-17.63,-24.27,234,100,0,1,10,basic
0,0,17.63,-24.27,306,100,0,1,10,basic
0.1,0,0,30,90,100,0,1,10,basic
0,0,28.53,9.27,18,100,0,1,10,basic
0,0,-28.53,9.27,162,100,0,1,10,basic
0,0,-17.63,-24.27,234,100,0,1,10,basic
0,0,17.63,-24.27,306,100,0,1,10,basic
0.1,0,0,30,90,100,0,1,10,basic
0,0,28.53,9.27,18,100,0,1,10,basic
0,0,-28.53,9.27,162,100,0,1,10,basic
0,0,-17.63,-24.27,234,100,0,1,10,basic
0,0,17.63,-24.27,306,100,0,1,10,basic
0.1,0,0,30,90,100,0,1,10,basic
0,0,28.53,9.27,18,100,0,1,10,basic
0,0,-28.53,9.27,162,100,0,1,10,basic
0,0,-17.63,-24.27,234,100,0,1,10,basic
0,0,17.63,-24.27,306,100,0,1,10,basic
0.1,0,0,30,90,100,0,1,10,basic
0,0,28.53,9.27,18,100,0,1,10,basic
0,0,-28.53,9.27,162,100,0,1,10,basic
0,0,-17.63,-24.27,234,100,0,1,10,basic
0,0,17.63,-24.27,306,100,0,1,10,basic
